,datetime,updated,headline,summary,symbols,sensation
9510,2020-08-14 18:40:55,2020-08-14 18:40:56,5 Ways Today's Market Resembles The Dot-Com Bubble,"Despite a global pandemic and the most severe global economic recession since World War II, the Nasdaq and many popular tech stocks are trading at all-time highs.","['AAPL', 'AMZN', 'FB', 'GOOG', 'GOOGL', 'MSFT', 'SPY']"," 0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. In the second example, IMI has reported a drop in organic revenue and warned about its full-year performance, indicating a negative sentiment. In the third example, the sentence discusses similarities between today's market and the dot-com bubble, but it does not directly mention AAPL. Therefore, the sentiment strength for AAPL is neutral (0) in this case."
9511,2020-08-14 19:07:33,2020-08-14 19:07:34,Facebook Says Apple's In-App Fees Hurt Businesses During Covid-19,,"['AAPL', 'FB']"," -0.256

In this task, you need to analyze the sentiment of the given sentence with respect to the aspect provided. The sentiment strength will be a value between -1 (very negative) and 1 (very positive), where 0 is neutral.

For example, if the sentence is ""Microsoft's stock price has increased by 5%,"" and the aspect is ""Microsoft,"" then the sentiment strength would be 0.43 because it indicates a positive development for Microsoft. If the sentence is ""IBM reported a loss in Q2,"" and the aspect is ""IBM,"" then the sentiment strength would be -0.344 because it indicates a negative development for IBM.

Please provide the sentiment strength for the given sentence with respect to the provided aspect."
9512,2020-08-14 19:27:33,2020-08-14 19:27:33,Facebook Says Apple Dismissed Co's Request To Reduce 30% App Store Tax Or Allow The Co To Offer Facebook Pay So It Could Absorb Costs For Businesses,,"['AAPL', 'FB']", -0.125
9513,2020-08-15 18:11:59,2020-08-15 18:12:00,"Barron's Picks And Pans: Merck, Walmart, Zoetis And More","
	This weekend&#39;s Barron&#39;s suggests ways to play U.S.-China tensions and the stock-splitting trend.
	Other featured articles look at how the election could affect health care stocks and what to expect from big-box retail earnings.
","['AAPL', 'CVS', 'HD', 'MRK', 'MRNA', 'NKE', 'PNC', 'TGT', 'TSLA', 'WMT', 'ZTS']"," 0.12 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this aspect in the provided sentence is 0.12."
9514,2020-08-16 17:14:06,2020-08-16 17:14:07,"Epic Games Says Battle Against Apple, Google A Push For 'Fair Competition'",&#34;Fortnite&#34; developer Epic Games is suing both Apple Inc (NASDAQ: AAPL) and Alphabet Inc&#39;s (NASDAQ: GOOG) Google after both mobile app platforms removed the company&#39;s popular battle royale title from th,"['AAPL', 'GOOG']"," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.12."
9515,2020-08-16 22:34:07,2020-08-16 22:34:08,'A Subdued Market': Stock Market Update For The Week Ahead,"The Last Week In A Nutshell

","['AAPL', 'AMZN', 'AXP', 'BA', 'BCS', 'DBO', 'FB', 'FCAU', 'GLD', 'GM', 'GOOGL', 'GS', 'ICE', 'IWM', 'JNJ', 'KODK', 'MSFT', 'OXY', 'QCOM', 'QQQ', 'SPY', 'TLT', 'TSLA', 'USL', 'USO']"," -0.12 

In the given sentence, the aspect is ""AAPL"". Based on the context provided in the sentence, what is the sentiment strength?

Sentiment Strength: -0.12"
9516,2020-08-17 04:21:30,2020-08-17 04:21:30,Facebook Decries Apple's App Store Tax On Its Initiative To Support Small Businesses During Pandemic,Facebook Inc (NASDAQ: FB) on Friday denounced what it called “App Store Tax” on its initiative to support small businesses through online events.,"['AAPL', 'FB', 'GOOG', 'GOOGL', 'MSFT', 'RKUNF', 'SPOT']"," -0.12 

In this task, you need to analyze the sentiment of the given sentence with respect to the aspect provided. The sentiment strength will be a value between -1 (very negative) and 1 (very positive), where 0 is neutral. You can use any available resources or tools for your analysis."
9517,2020-08-17 05:04:00,2020-08-17 05:04:01,Telegram Adds Video Calls To Its Messaging App,Messaging app Telegram announced Friday it had launched a video call feature on its apps for both Apple Inc’s (NASDAQ: AAPL) and Alphabet Inc’s (NASDAQ: GOOGL) (NASDAQ: ,"['AAPL', 'FB', 'GOOG', 'GOOGL']"," 0.12 

In the given sentence, ""Telegram Adds Video Calls To Its Messaging App"", the aspect is ""AAPL"". The sentiment strength for this sentence would be 0.12."
9518,2020-08-17 14:45:18,2020-08-17 14:45:23,Stocks That Hit 52-Week Highs On Monday,"During the morning session on Monday, 111 stocks hit new 52-week highs.","['AAPL', 'ACN', 'AMCR', 'AN', 'ASPU', 'AZEK', 'AZRE', 'BBY', 'BIG', 'BLD', 'BMCH', 'BRP', 'CMBM', 'CMG', 'CSSE', 'CYD', 'CZR', 'DG', 'DHI', 'DOOR', 'EFOI', 'EMO', 'EOS', 'EQX', 'ETJ', 'EXPI', 'FBHS', 'FDX', 'FLWS', 'FORTY', 'FOXF', 'FRHC', 'GNRC', 'GROW', 'GRVY', 'GRWG', 'HAIN', 'HD', 'HDSN', 'HOME', 'HRL', 'HUBS', 'HZO', 'ICE', 'IMXI', 'INFU', 'INOD', 'JKHY', 'KHC', 'KIRK', 'KLAC', 'KURA', 'LAC', 'LAD', 'LEAF', 'LINC', 'LL', 'LODE', 'LOGI', 'LWAY', 'MAS', 'MCR', 'MGIC', 'MITK', 'MOH', 'MRTX', 'MUSA', 'NARI', 'NFE', 'NVDA', 'NVR', 'OAC', 'OSB', 'PACB', 'PCRX', 'PCVX', 'PEGA', 'PLUG', 'PNTG', 'PRNB', 'PRSC', 'QGEN', 'QQQX', 'RACE', 'RBA', 'REGI', 'ROCK', 'ROL', 'RUN', 'SBSW', 'SCCO', 'SCL', 'SILK', 'SITM', 'SSD', 'SWAV', 'TGT', 'TREX', 'TRMB', 'TYHT', 'UFPI', 'UNP', 'USX', 'VRME', 'VSLR', 'WMT', 'WSM', 'WSO', 'YIN', 'YUMC', 'ZBRA']"," 0.67 

In these examples, the sentiment strength is calculated based on the aspect and the context of the sentence. The values can be positive, negative or neutral depending on the context."
9519,2020-08-17 15:07:56,2020-08-17 15:07:57,What We Know About Buffett's Bet On Gold,Billionaire investing guru Warren Buffett&#39;s opposition to gold has been well-known for decades.,"['AAPL', 'BRK-A', 'BRK-B', 'GOLD']"," 0.12 

In the first example, Morrisons is experiencing sales growth for two consecutive quarters, which indicates a positive sentiment. The second example shows IMI posting a drop in first-quarter organic revenue and warning on full-year performance, indicating a negative sentiment. In the third example, there's no clear indication of sentiment strength related to AAPL, so it is considered neutral."
9520,2020-08-17 16:25:03,2020-08-17 16:25:04,"Apple TV+ Subscribers In U.S. Can Access Bundle Of CBS All Access, Showtime For $9.99 A Month",,"['AAPL', 'VIACA']"," 0.21 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.21."
9521,2020-08-17 16:45:12,2020-08-17 16:45:12,2 Pros Offer Their Take On The Fortnite-Apple Lawsuit,&#39;Fortnite&#39; maker Epic Games is suing Apple Inc (NASDAQ: AAPL) and Alphabet Inc&#39;s (NASDAQ: ,"['AAPL', 'GOOG', 'GOOGL']"," 0.17 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.17."
9522,2020-08-17 18:52:56,2020-08-17 18:52:56,Epic Games Says Apple Will Cut Off Its App Development Tools,,"['AAPL', 'TCEHY']"," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is -0.567."
9523,2020-08-17 19:06:34,2020-08-17 19:06:35,Apple To Give Users More Time To Buy Applecare Subscriptions; Apple Ups Time To Buy Warranties From 60 Days To One Year; Co Previously Said Coronavirus Negatively Impacted Applecare,,['AAPL'], 0.123
9524,2020-08-17 19:40:30,2020-08-17 19:40:31,"Here's How Much Investing $1,000 In Apple At Dot Com Bubble Peak Would Be Worth Today","Despite an ongoing pandemic and the U.S. economy barely limping along, the Nasdaq is trading at all-time highs and is now more than 12% above its pre-outbreak peak. The surge in tech stocks in 2020 has understandably led investors to draw comparisons to the dot-com bubble in 2000.",['AAPL']," 0.27 

In these examples, the sentiment strength is calculated based on the aspect (Morrisons, IMI, and AAPL) and the context of the sentence. The values range from -1 to 1, with -1 being very negative, 0 being neutral, and 1 being very positive."
9525,2020-08-17 21:07:25,2020-08-17 21:07:25,2 Ways To Trade Apple's Stock Right Now,"On CNBC&#39;s &#34;Trading Nation,&#34; Mark Tepper of Strategic Wealth Partners said that Apple Inc. (NASDAQ: AAPL) is a must-own stock.",['AAPL']," 0.17 

In the given sentence, the aspect is ""AAPL"". The sentiment strength for this sentence is 0.17."
9526,2020-08-18 01:52:11,2020-08-18 01:52:12,Epic Games Seeks Injunction Against Apple Over Threat Of Cutting Its Access To Key Developer Tools,"Epic Games Inc. filed for injunctive relief against Apple Inc. (NASDAQ: AAPL) Monday in the United States District Court for California’s Northern District, after the Cupertino-based technology giant apparently moved to terminate its developer accounts.","['AAPL', 'GOOG', 'GOOGL']", -0.125
9527,2020-08-18 05:23:52,2020-08-18 05:23:52,Apple Says Fortnite Maker Created The Epic Problem For Itself,"Apple Inc. (NASDAQ: AAPL) fired a salvo at Epic Games Inc., saying, the troubles between the two companies — which led to the removal of developer privileges and apps of the game maker from the App Store — were of its own making, the Verge ","['AAPL', 'FB', 'GOOG', 'GOOGL', 'MSFT']"," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.12."
9528,2020-08-18 12:37:12,2020-08-18 12:37:13,Apple Announces Apple Music Radio,,['AAPL']," 0.21 

In the given sentence, you need to analyze the sentiment strength of the aspect mentioned. For example, in the first sentence, the aspect is ""Morrisons"" and the sentiment strength is 0.43. In the second sentence, the aspect is ""IMI"" and the sentiment strength is -0.344.

Please provide the sentiment strength for the given sentence:

Sentence: Tesla's stock price soars after earnings report 
Aspect: Tesla 
Sentiment Strength:"
9529,2020-08-18 12:38:23,2020-08-18 12:38:24,Spotify Shares Move Lower After Apple Announces Apple Music Radio,,"['AAPL', 'SPOT']"," -0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.12."
9530,2020-08-18 15:40:01,2020-08-18 15:40:02,"Is Buffett Selling Banks, Buying Gold A Warning Sign For Investors?",Berkshire Hathaway Inc. (NYSE: BRK-A) (NYSE: BRK-B) CEO Warren Buffett has always been a huge fan of bank stocks and a vocal critic of gold.,"['AAPL', 'BAC', 'BRK-A', 'BRK-B', 'BRK.A', 'BRK.B', 'GOLD', 'JPM', 'KO', 'WFC']"," 0.12 

In the given sentence, ""Is Buffett Selling Banks, Buying Gold A Warning Sign For Investors?"" with aspect ""AAPL"", the sentiment strength is predicted to be 0.12."
9531,2020-08-18 16:55:09,2020-08-18 16:55:09,"Apple Analyst Talks 'Fortnite' Lawsuit, WeChat Ban And 'Worrisome' Slowdown In China","From removing “Fortnite” to a potential ban on WeChat in the U..S, there has been a lot of news related to the Apple, Inc. (NASDAQ: AAPL) App Store in recent weeks.",['AAPL']," -0.12 

In this task, you need to analyze the sentiment strength of the given sentence with respect to the aspect mentioned. The sentiment strength will be a value between -1 (very negative) and 1 (very positive), where 0 is neutral.

Sentence: Tesla's stock price has surged after Elon Musk's tweet about taking Tesla private 
Aspect: Tesla 
Sentiment Strength: 0.67"
9532,2020-08-18 18:18:35,2020-08-18 18:18:36,Tesla Reportedly Ordering New Processors; Could Hint At Self-Driving Development,"At Tesla Inc&#39;s (NASDAQ: TSLA) autonomy day in April, the company detailed the progress on its full self-driving software.","['AAPL', 'INTC', 'TSLA']"," 0.12 

In this task, you need to analyze the sentiment strength of the given sentence with respect to the aspect mentioned. The sentiment strength will be a value between -1 (very negative) and 1 (very positive), where 0 is neutral. You can use any available resources or tools for analysis."
9533,2020-08-19 02:05:58,2020-08-19 02:05:58,"Apple Revamps Music Radio Service With A Rebranded Beats 1, And Two New Stations","Apple Inc (NASDAQ: AAPL) announced Tuesday it was rebranding its Beats 1 radio station and launching two new stations.

What Happened

The Tim Cook-led tech giant said in a statement it&#39;s renaming its Beats 1 station, launched in 2015, to Apple Music 1,.","['AAPL', 'AMZN', 'GOOG', 'GOOGL', 'SPOT']"," 0.27 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.27."
9534,2020-08-19 14:38:49,2020-08-19 14:38:53,Stocks That Hit 52-Week Highs On Wednesday,This morning 90 companies reached new 52-week highs.,"['A', 'AAPL', 'ACN', 'AEYE', 'AMCR', 'AMED', 'ANSS', 'APG', 'APPS', 'AVYA', 'AZEK', 'BBY', 'BDR', 'BJ', 'BRP', 'CELH', 'CGEN', 'CHD', 'CHTR', 'CMG', 'CNI', 'CP', 'CRSP', 'CSIQ', 'CSSE', 'CZR', 'DHR', 'DRIO', 'EFOI', 'ETJ', 'EXPI', 'FORTY', 'FRHC', 'GRUB', 'GRWG', 'HOME', 'IBEX', 'ICE', 'ICLK', 'IMVT', 'INFY', 'INOD', 'JD', 'KIRK', 'KR', 'KRNT', 'KURA', 'LII', 'LL', 'LOW', 'LPSN', 'LQDT', 'LULU', 'MGIC', 'MITK', 'MNTA', 'NDLS', 'NKE', 'NMTR', 'NSTG', 'NTRA', 'OMI', 'ONVO', 'OSB', 'OSTK', 'PCRX', 'PENN', 'PINS', 'PLUG', 'PNTG', 'PSNL', 'PZZA', 'QGEN', 'SCCO', 'SE', 'SGMO', 'SPGI', 'SPT', 'SPWH', 'SWAV', 'TFII', 'TGT', 'TREX', 'TRIL', 'TXN', 'VVPR', 'W', 'WATT', 'WMS', 'YNDX']"," 0.67 

In these examples, the sentiment strength is calculated based on the aspect and the context of the sentence. The values can be positive, negative or neutral depending on the context."
9535,2020-08-19 14:51:19,2020-08-19 14:51:19,Apple Market Cap Crosses $2T At Session High,,['AAPL']," 0.78 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. The values range from -1 (very negative) to 1 (very positive), where 0 is neutral."
9536,2020-08-19 14:54:05,2020-08-19 14:54:05,Apple Wins The Race To $2 Trillion Market Cap,"It took Apple, Inc. (NASDAQ: AAPL) 42 years to become the world’s first $1 trillion company. It took Apple just two years to become its first $2 trillion company.","['AAPL', 'AMZN', 'GOOG', 'GOOGL', 'MSFT']"," 0.87 

In these examples, the sentiment strength is calculated based on the context and aspect provided in each sentence. For example, in the first sentence, Morrisons has experienced two consecutive quarters of sales growth, which indicates a positive sentiment towards the company. In the second sentence, IMI has reported a drop in organic revenue and warned about its full-year performance, indicating a negative sentiment towards the company. In the third sentence, Apple has reached a significant market cap milestone, which suggests a strong positive sentiment towards the company."
9537,2020-08-19 17:36:07,2020-08-19 17:36:08,"U.S. International Trade Commission Says It Has Launched A Probe Into Whether Apple Is Infringing Maxell Patent In Relation To Certain Mobile Devices, Laptops",,['AAPL'], -0.123
9538,2020-08-19 19:19:37,2020-08-19 19:19:37,Apple-Epic Fortnite App Store Fee Fight Lands With New Judge,,['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is 0.12."
9539,2020-08-20 08:15:15,2020-08-20 08:15:15,"Apple Must Face Sex-Bias Lawsuit Over Janitorial Contract, Court Rules","Apple Inc. (NASDAQ: AAPL) has received a setback in a lawsuit filed against it for allegedly terminating a janitorial contract on grounds that the owner of the business was a woman, Bloomberg ",['AAPL']," -0.567 

In the given sentence, the aspect is ""AAPL"" (Apple). The sentiment strength for this sentence is -0.567."
9540,2020-08-20 08:53:07,2020-08-20 08:53:08,Apple Engineer Claims Company Made Him Build 'Top Secret' iPod For Federal Govt,"A former Apple Inc (NASDAQ: AAPL) software engineer, David Shayer, claims he took on a hush-hush assignment while he was at the company that involved building a “top secret” iPod for the United States Department of Energy, CNN ",['AAPL']," 0.12 

In the given sentence, the aspect is ""AAPL"" (Apple Inc.). The sentiment strength for this sentence is 0.12."
9541,2020-08-20 14:51:34,2020-08-20 14:51:37,Stocks That Hit 52-Week Highs On Thursday,"During Thursday&#39;s morning session, 48 companies made new 52-week highs.","['AAPL', 'AEYE', 'AMED', 'AUTO', 'CCC', 'CDMO', 'CRDF', 'CSTL', 'CZR', 'DHI', 'DOMO', 'ESTC', 'FBIO', 'FINV', 'FLGT', 'FRPT', 'FSV', 'HASI', 'HVT', 'IMBI', 'INTU', 'JAN', 'LB', 'LPRO', 'MMSI', 'MWK', 'NOMD', 'NSTG', 'ONEW', 'OPRX', 'OTIC', 'PACB', 'PANW', 'PAR', 'PCH', 'PEGA', 'RDFN', 'RNA', 'SNPS', 'SWAV', 'TGT', 'TRIL', 'VVPR', 'WHLR', 'WILC', 'YNDX', 'YRCW', 'ZM']"," 0.67 

In these examples, the sentiment strength is calculated based on the aspect and the context of the sentence. The values can be positive, negative or neutral depending on the context."
